cnpj,placa,nu_linha,data_inicio_viagem,data_fim_viagem,sentido_linha,latitude,longitude,municipio_origem,municipio_destino
1751730000197,QEC4779,2001600,2020-01-19 06:52:13,2020-01-20 07:40:37,0,-15.878594,-52.295048,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-01-19 07:39:38,2020-01-19 15:14:55,0,-15.879083,-52.294312,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-01-19 12:46:44,2020-01-19 19:34:52,0,-15.888601,-52.305303,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-01-20 07:05:57,2020-01-21 08:39:42,0,-15.878872,-52.29497,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-01-20 07:22:01,2020-01-21 05:40:13,0,-15.888822,-52.305822,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-01-20 11:51:13,2020-01-20 19:48:23,0,-15.878816,-52.294928,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQE9888,12017000,2020-01-20 20:52:42,2020-01-23 19:04:53,0,-15.8787698745728,-52.2947044372559,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBR6328,2001600,2020-01-21 07:01:58,2020-01-22 07:39:46,0,-15.879011,-52.295019,MARABA(PA) , BARRA DO GARCAS(MT)
18449504000159,OVT2118,11000641,2020-01-21 07:10:04,2020-01-23 05:46:02,0,-15.8784732818604,-52.29469680786129,BARRA DO GARCAS(MT) , SAO PAULO(SP)
1751730000197,QBP4795,12012300,2020-01-21 07:10:32,2020-01-21 15:42:08,0,-15.888787,-52.305599,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-01-22 06:54:10,2020-01-22 15:12:47,0,-15.88854,-52.305322,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-01-22 06:58:05,2020-01-23 08:26:45,0,-15.88859,-52.305378,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-01-22 12:17:58,2020-01-22 20:25:27,0,-15.878617,-52.294924,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-01-23 07:12:07,2020-01-23 14:59:58,0,-15.888705,-52.305278,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7226,2001600,2020-01-23 08:53:54,2020-01-24 09:02:13,0,-15.888822,-52.305822,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-01-23 12:55:09,2020-01-23 19:49:21,0,-15.878582,-52.295011,GOIANIA(GO) , BARRA DO GARCAS(MT)
55334262000184,FSJ6283,12017761,2020-01-23 18:40:53,2020-01-25 09:46:41,1,-15.8886318206787,-52.305450439453104,BRASILIA(DF) , PORTO VELHO(RO)
1751730000197,QBT5946,12012300,2020-01-24 07:09:24,2020-01-24 15:08:49,0,-15.880936,-52.289689,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBR6328,2001600,2020-01-24 07:09:42,2020-01-25 08:33:49,0,-15.888703,-52.304615,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-01-24 11:51:52,2020-01-24 19:45:47,0,-15.878911,-52.294817,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQE9888,12017000,2020-01-24 15:46:14,2020-01-24 19:43:16,1,-15.876898765564,-52.3168411254883,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-01-25 01:27:24,2020-01-25 08:13:41,0,-15.878331,-52.287427,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-01-25 07:00:12,2020-01-26 09:27:42,0,-15.878905,-52.294925,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP5085,12012300,2020-01-25 09:24:59,2020-01-25 15:26:41,0,-15.888709,-52.305236,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQE9888,12017000,2020-01-25 10:03:17,2020-01-25 21:53:40,1,-15.8788928985596,-52.294864654541,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-01-26 07:22:52,2020-01-26 14:33:11,0,-15.891048,-52.259604,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,OMZ0791,12017000,2020-01-26 11:00:16,2020-01-26 14:08:00,1,-15.8787899017334,-52.294929504394496,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-01-26 12:04:42,2020-01-27 18:19:07,0,-15.888736,-52.305345,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQE9888,12017000,2020-01-26 15:11:06,2020-01-26 18:23:41,1,-15.8768701553345,-52.31687545776369,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-01-27 07:04:06,2020-01-28 07:19:24,1,-15.888558,-52.305474,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-01-27 07:19:29,2020-01-28 19:26:10,0,-15.888853,-52.305747,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBM6746,2001600,2020-01-28 06:34:56,2020-01-29 09:32:44,0,-15.885784,-52.305627,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-01-28 06:59:36,2020-01-28 17:29:39,0,-15.878589,-52.295054,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-01-28 11:50:27,2020-01-28 21:15:15,0,-15.878946,-52.295027,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBR6328,2001600,2020-01-29 06:59:54,2020-01-30 09:29:46,0,-15.888712,-52.305386,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-01-29 07:07:57,2020-01-29 16:25:21,0,-15.888697,-52.305303,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBP5085,12012300,2020-01-29 12:56:13,2020-01-29 20:59:15,0,-15.888617,-52.304984,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-01-30 07:00:40,2020-01-31 07:04:06,1,-15.878851,-52.294918,MARABA(PA) , BARRA DO GARCAS(MT)
1561646000100,HZA4918,12017000,2020-01-30 12:11:58,2020-01-30 15:18:52,1,-15.8770065307617,-52.31669235229489,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBM6876,2001600,2020-01-31 07:03:06,2020-01-02 12:35:38,0,-15.88867,-52.304928,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-01-31 07:43:25,2020-01-31 07:46:07,1,-15.88867,-52.305338,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-01-31 07:47:46,2020-01-31 16:20:20,0,-15.87902,-52.295097,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBP5085,12012300,2020-01-31 12:05:14,2020-01-31 21:55:48,0,-15.88865,-52.305332,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-02-01 07:00:00,2020-03-01 08:40:42,0,-15.880988,-52.295103,MARABA(PA) , BARRA DO GARCAS(MT)
3143492000162,QCI3437,12014161,2020-02-01 07:25:57,2020-03-01 00:09:30,0,-15.884581,-52.2723639,BRASILIA(DF) , VILA RICA(MT)
1751730000197,QBT5946,12012300,2020-02-01 08:17:02,2020-02-01 16:03:12,0,-15.879056,-52.294501,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,HZA4938,12017000,2020-02-01 10:44:25,2020-02-01 21:54:59,1,-15.8769264221191,-52.3168106079102,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-02-01 12:51:58,2020-02-01 21:50:47,1,-15.88871,-52.305333,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-02-02 07:00:33,2020-03-02 07:56:14,1,-15.878822,-52.295049,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP5085,12012300,2020-02-02 07:07:30,2020-02-02 17:31:40,0,-15.891048,-52.259604,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-02-02 12:18:41,2020-02-02 22:03:22,0,-15.88886,-52.305208,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QCE5044,12011361,2020-02-03 04:54:25,2020-02-03 18:11:17,1,-15.878857,-52.311967,BRASILIA(DF) , SINOP(MT)
18449504000159,JJJ5910,11000661,2020-02-03 06:59:47,2020-04-03 05:52:53,0,-15.8784990310669,-52.29473114013671,BARRA DO GARCAS(MT) , SAO PAULO(SP)
1751730000197,QEC4779,2001600,2020-02-03 07:07:14,2020-03-03 12:14:46,0,-15.888686,-52.305357,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-02-03 07:10:05,2020-02-03 17:35:40,0,-15.87878,-52.294974,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQE9888,12017000,2020-02-03 11:02:21,2020-02-03 15:06:57,0,-15.8768587112427,-52.3168144226074,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-02-03 11:50:33,2020-02-03 23:29:10,0,-15.889025,-52.305214,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,OGN2071,12017000,2020-02-05 14:27:10,2020-02-05 17:46:32,1,-15.8789958953857,-52.294788360595696,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,OGV9653,12015961,2020-02-08 13:31:29,2020-02-08 18:36:26,1,-15.8788333,-52.294935,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1561646000100,PQR0939,12017061,2020-02-08 15:12:46,2020-02-08 18:50:06,0,-15.8788118362427,-52.2948188781738,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9602,12015961,2020-02-08 22:24:26,2020-03-08 02:49:45,1,-15.89395951,-52.25799091,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9752,12015900,2020-02-09 08:59:12,2020-02-09 14:36:51,1,-15.87827331,-52.29479211,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,NTP3615,12015961,2020-02-09 14:07:26,2020-02-09 19:40:43,1,-15.87884531,-52.29487865,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9902,12015961,2020-02-09 22:53:46,2020-03-09 03:27:15,1,-15.87881927,-52.29488992,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9752,12015961,2020-02-10 13:27:28,2020-02-10 19:29:31,1,-15.87878332,-52.29493604,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9702,12015961,2020-02-10 17:04:19,2020-02-10 23:00:32,1,-15.87870983,-52.29500118,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PKL3448,12015961,2020-02-11 13:13:20,2020-02-11 18:48:43,1,-15.87890957,-52.2947807,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PKL3296,12015961,2020-02-11 16:51:08,2020-02-11 22:10:07,1,-15.87897822,-52.29481593,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
3143492000162,QCI3780,12014161,2020-02-11 23:33:23,2020-03-11 07:16:14,0,-15.8981178,-52.2629196,BRASILIA(DF) , VILA RICA(MT)
1751730000197,QBT5946,12012300,2020-02-13 07:18:21,2020-02-13 17:05:05,0,-15.888668,-52.305264,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5986,12012300,2020-02-13 12:39:56,2020-02-13 21:34:07,1,-15.882427,-52.294307,GOIANIA(GO) , BARRA DO GARCAS(MT)
3143492000162,QBM9115,12014161,2020-02-13 22:02:49,2020-02-14 14:09:02,1,-15.8788831,-52.2950411,BRASILIA(DF) , VILA RICA(MT)
1751730000197,QEC4779,2001600,2020-02-14 06:59:06,2020-02-15 08:44:58,0,-15.878905,-52.294805,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-02-14 08:12:08,2020-02-14 17:27:46,0,-15.878666,-52.295033,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-02-14 13:06:26,2020-02-14 22:19:40,0,-15.87881,-52.294952,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12011461,2020-02-14 22:42:10,2020-02-15 04:43:25,1,-15.87893,-52.294869,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1751730000197,QBT5946,12012300,2020-02-15 06:51:03,2020-02-15 16:27:07,0,-15.88895,-52.305192,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBR6328,2001600,2020-02-15 06:54:38,2020-02-16 12:40:31,0,-15.878982,-52.294867,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-02-15 12:00:21,2020-02-15 21:30:47,0,-15.888647,-52.305339,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-02-16 06:59:56,2020-02-17 07:12:25,0,-15.878672,-52.294972,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-02-16 07:40:55,2020-02-16 16:19:14,0,-15.888701,-52.305378,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-02-16 11:50:38,2020-02-16 19:22:01,0,-15.878731,-52.29496,GOIANIA(GO) , BARRA DO GARCAS(MT)
5263312000101,PRL5858,12041241,2020-02-16 14:12:52,2020-02-26 09:41:34,1,-15.8768424987793,-52.3168487548828,GOIANIA(GO) , CURITIBA(PR)
1751730000197,QBT6006,12012300,2020-02-17 06:58:31,2020-02-17 15:58:33,0,-15.878888,-52.294881,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-02-17 06:59:14,2020-02-18 07:53:34,0,-15.888587,-52.305258,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-02-17 12:01:43,2020-02-17 19:50:57,0,-15.887092,-52.303315,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBM6786,2001600,2020-02-18 06:58:37,2020-02-19 09:32:47,0,-15.888666,-52.305232,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5986,12012300,2020-02-18 07:33:54,2020-02-18 16:58:32,0,-15.88864,-52.305305,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-02-18 12:12:05,2020-02-18 19:46:24,0,-15.879005,-52.294897,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-02-19 07:01:44,2020-02-20 09:12:29,0,-15.879089,-52.29453,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-02-19 07:47:39,2020-02-19 15:40:01,1,-15.888581,-52.305287,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7296,12012300,2020-02-19 11:45:47,2020-02-19 19:52:38,0,-15.878771,-52.294882,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-02-20 06:55:40,2020-02-20 15:04:50,0,-15.878939,-52.294975,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-02-20 07:18:07,2020-02-21 09:25:42,0,-15.888718,-52.305394,MARABA(PA) , BARRA DO GARCAS(MT)
18449504000159,JJJ5910,11000641,2020-02-21 07:01:23,2020-02-24 05:58:40,0,-15.8786191940308,-52.2948608398438,BARRA DO GARCAS(MT) , SAO PAULO(SP)
1751730000197,QBM6786,2001600,2020-02-21 07:06:00,2020-02-22 09:08:25,0,-15.878807,-52.294959,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5986,12012300,2020-02-21 07:09:22,2020-02-21 15:19:05,0,-15.878835,-52.294967,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-02-21 12:05:21,2020-02-21 20:06:24,0,-15.88867,-52.305374,GOIANIA(GO) , BARRA DO GARCAS(MT)
3143492000162,QBP1375,12014161,2020-02-21 22:03:10,2020-02-22 13:36:35,1,-15.8924727,-52.2605584,BRASILIA(DF) , VILA RICA(MT)
1561646000100,OMZ0661,12017000,2020-02-22 05:23:55,2020-02-22 23:29:54,1,-15.8769264221191,-52.3167991638184,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-02-22 07:02:01,2020-02-23 07:15:01,0,-15.878877,-52.294903,MARABA(PA) , BARRA DO GARCAS(MT)
18449504000159,JJJ5910,11000600,2020-02-22 07:11:51,2020-02-25 06:45:41,0,-15.8784008026123,-52.2948303222656,BARRA DO GARCAS(MT) , SAO PAULO(SP)
1751730000197,QBT5946,12012300,2020-02-22 07:21:44,2020-02-22 15:05:17,0,-15.880116,-52.305309,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-02-22 11:01:39,2020-02-22 19:41:47,0,-15.888673,-52.305352,GOIANIA(GO) , BARRA DO GARCAS(MT)
55334262000184,GIZ8236,12017700,2020-02-22 12:01:27,2020-02-24 08:21:19,0,-15.8885679244995,-52.3052597045898,BRASILIA(DF) , PORTO VELHO(RO)
3143492000162,QBM9115,12014200,2020-02-22 16:12:12,2020-02-23 04:42:07,1,-15.8788987,-52.2952757,GOIANIA(GO) , VILA RICA(MT)
1751730000197,QBX7406,2001600,2020-02-23 07:03:49,2020-02-24 06:51:57,0,-15.888639,-52.305338,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-02-23 07:23:03,2020-02-23 16:21:21,0,-15.888492,-52.305304,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBR6328,2001600,2020-02-24 06:56:56,2020-02-25 07:41:42,0,-15.878904,-52.2949,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5986,12012300,2020-02-24 07:32:12,2020-02-24 17:52:39,0,-15.879027,-52.295023,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,OMZ0661,12017000,2020-02-24 11:07:30,2020-02-24 14:15:52,1,-15.8768482208252,-52.316822052002,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7296,12012300,2020-02-24 11:57:21,2020-02-24 22:52:59,0,-15.888807,-52.305161,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-02-25 06:57:59,2020-02-26 07:38:27,0,-15.879152,-52.293012,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-02-25 08:00:19,2020-02-25 17:31:21,0,-15.878867,-52.294847,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-02-26 06:54:48,2020-02-27 09:27:52,0,-15.888453,-52.305251,MARABA(PA) , BARRA DO GARCAS(MT)
