cnpj,placa,nu_linha,data_inicio_viagem,data_fim_viagem,sentido_linha,latitude,longitude,municipio_origem,municipio_destino
1751730000197,QBT5986,12012300,2020-02-26 07:37:14,2020-02-26 18:44:02,0,-15.87884,-52.294824,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-02-26 12:04:32,2020-02-26 21:34:11,0,-15.878879,-52.294966,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBR6328,2001600,2020-02-27 06:54:36,2020-02-28 07:51:21,0,-15.878996,-52.29503,MARABA(PA) , BARRA DO GARCAS(MT)
18449504000159,JJJ5910,11000661,2020-02-27 07:00:08,2020-02-29 06:01:39,0,-15.8789520263672,-52.2950057983398,BARRA DO GARCAS(MT) , SAO PAULO(SP)
1751730000197,QBT5946,12012300,2020-02-27 07:11:47,2020-02-27 18:52:23,0,-15.887467,-52.303647,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-02-28 06:56:13,2020-02-29 09:06:45,0,-15.878943,-52.294965,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6066,12012300,2020-02-28 07:12:58,2020-02-28 16:47:04,0,-15.87893,-52.294864,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-02-28 12:01:46,2020-02-28 22:49:46,0,-15.884301,-52.304958,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-02-29 07:02:15,2020-01-03 08:48:06,0,-15.878589,-52.295064,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBX7416,12012300,2020-02-29 07:29:40,2020-02-29 17:47:22,0,-15.888595,-52.30532,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBM6786,2001600,2020-03-01 07:08:06,2020-05-01 06:28:37,0,-15.888628,-52.3054,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBX7296,12012300,2020-03-01 12:05:51,2020-03-01 21:06:31,0,-15.888565,-52.305317,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBM6876,2001600,2020-03-02 07:11:26,2020-04-02 07:07:20,0,-15.88859,-52.305309,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBX7466,12012300,2020-03-02 07:13:38,2020-03-02 18:23:28,0,-15.888577,-52.305305,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-03-02 07:39:00,2020-03-02 07:39:26,1,-15.888664,-52.305384,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-03-03 07:03:55,2020-04-03 08:18:24,0,-15.879034,-52.294991,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-03-03 08:02:01,2020-03-03 18:40:32,0,-15.888587,-52.305306,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7306,12012300,2020-03-03 12:11:29,2020-03-03 22:43:43,0,-15.87872,-52.294992,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,OGN2071,12017000,2020-03-05 10:05:13,2020-03-05 10:21:56,1,-15.8790311813354,-52.2949333190918,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQW6791,12017000,2020-03-06 15:28:46,2020-03-06 18:34:21,1,-15.8790340423584,-52.294906616210895,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,OGV9653,12015961,2020-03-07 10:50:02,2020-03-07 19:23:34,1,-15.8790378,-52.29484483,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,OGW0843,12015961,2020-03-07 14:22:33,2020-03-07 19:29:14,1,-15.87827721,-52.29477916,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9842,12015961,2020-03-07 22:00:30,2020-03-07 22:01:12,0,-15.87886937,-52.29475162,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9672,12015961,2020-03-07 22:51:58,2020-04-07 03:20:19,1,-15.87881552,-52.29491897,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9902,12015961,2020-03-08 10:24:08,2020-03-08 16:17:58,1,-15.87886949,-52.29482384,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1543354000145,PQS3413,12010400,2020-03-08 13:11:05,2020-03-08 19:54:41,1,-15.879312,-52.294756,JATAI(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9822,12015961,2020-03-08 14:00:58,2020-03-08 19:18:06,1,-15.87885174,-52.29479293,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9842,12015961,2020-03-08 22:30:32,2020-04-08 01:58:38,1,-15.8789603,-52.29488059,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9782,12015961,2020-03-09 14:09:31,2020-03-09 19:12:10,1,-15.89473851,-52.2571479,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9842,12015961,2020-03-09 22:02:30,2020-04-09 02:53:09,1,-15.8939348,-52.25798187,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1561646000100,PQR0939,12017000,2020-03-10 15:35:31,2020-03-10 19:00:24,1,-15.8813924789429,-52.295135498046896,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9822,12015961,2020-03-10 17:41:36,2020-03-10 23:18:51,1,-15.87833065,-52.29484079,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
3143492000162,NJQ8300,12014161,2020-03-11 07:28:37,2020-04-11 01:12:46,0,-15.8981043,-52.2629224,BRASILIA(DF) , VILA RICA(MT)
5423509000160,JBL2A87,11005500,2020-03-11 08:59:53,2020-05-11 08:34:56,1,-15.8778162002563,-52.295036315918,QUERENCIA(MT) , CARAZINHO(RS)
1526219000191,PQU9752,12015961,2020-03-11 13:16:19,2020-03-11 19:00:42,1,-15.87887501,-52.29489418,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PKL3448,12015961,2020-03-11 17:14:13,2020-03-11 22:53:12,1,-15.87836839,-52.29481875,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
18449504000159,ECM6323,12007261,2020-03-12 06:46:17,2020-04-12 12:03:03,0,-15.8787803649902,-52.2949638366699,GOIANIA(GO) , SAO PAULO(SP)
1751730000197,QBX7406,2001600,2020-03-13 07:02:58,2020-03-14 08:45:23,0,-15.878546,-52.294956,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6066,12012300,2020-03-13 07:26:55,2020-03-13 15:25:05,0,-15.888573,-52.305322,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-03-13 12:14:03,2020-03-14 11:16:43,0,-15.888694,-52.305377,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-03-14 07:13:04,2020-03-14 15:11:16,0,-15.878958,-52.294959,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBR6328,2001600,2020-03-14 10:11:47,2020-03-15 09:43:41,0,-15.879019,-52.295033,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-03-14 10:45:47,2020-03-14 20:17:47,0,-15.888653,-52.305252,GOIANIA(GO) , BARRA DO GARCAS(MT)
3143492000162,QCW1307,12014200,2020-03-14 15:33:11,2020-03-15 04:47:41,1,-15.8769668,-52.3154538,GOIANIA(GO) , VILA RICA(MT)
1751730000197,QEC4779,2001600,2020-03-15 07:01:39,2020-03-16 15:51:18,0,-15.888601,-52.305336,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-03-15 07:13:14,2020-03-15 15:43:30,0,-15.878959,-52.294983,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT6066,12012300,2020-03-15 11:30:50,2020-03-15 19:48:40,0,-15.888694,-52.305335,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-03-16 06:56:34,2020-03-17 07:12:11,0,-15.888526,-52.305411,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-03-16 07:15:37,2020-03-16 16:20:59,0,-15.888555,-52.305203,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-03-16 12:14:04,2020-03-16 20:03:01,0,-15.882746,-52.299227,GOIANIA(GO) , BARRA DO GARCAS(MT)
5423509000160,JAL2D84,19003600,2020-03-17 03:00:53,2020-03-18 15:11:10,1,-15.8768882751465,-52.3153991699219,PARANAIBA(MS) , CARAZINHO(RS)
1751730000197,QBR6328,2001600,2020-03-17 06:25:46,2020-03-18 07:54:13,0,-15.878984,-52.294824,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6066,12012300,2020-03-17 07:21:45,2020-03-17 15:51:09,0,-15.888567,-52.305297,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-03-17 11:55:55,2020-03-17 19:54:09,0,-15.878997,-52.294716,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-03-18 07:01:35,2020-03-18 14:45:30,0,-15.878894,-52.294932,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-03-18 07:01:59,2020-03-19 09:45:10,0,-15.888708,-52.305468,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-03-18 12:08:55,2020-03-18 21:05:35,0,-15.888612,-52.3053,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-03-19 06:56:49,2020-03-20 18:29:49,0,-15.888525,-52.305472,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6066,12012300,2020-03-19 07:01:42,2020-03-19 14:52:23,0,-15.878839,-52.294889,GOIANIA(GO) , BARRA DO GARCAS(MT)
3143492000162,OBE0782,12014161,2020-03-19 08:07:40,2020-03-19 17:30:21,1,-15.8788521,-52.2953193,BRASILIA(DF) , VILA RICA(MT)
1751730000197,QBM6786,12011461,2020-03-19 20:31:33,2020-03-20 09:17:18,0,-15.886002,-52.305608,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1751730000197,QBR6328,2001600,2020-03-20 05:59:13,2020-03-21 09:29:34,0,-15.878889,-52.294993,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-03-20 07:08:50,2020-03-20 15:16:54,0,-15.888672,-52.305341,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBM6786,12011461,2020-03-20 09:17:23,2020-03-20 09:21:28,1,-15.878825,-52.29505,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1751730000197,QEC4779,2001600,2020-03-21 07:04:43,2020-03-22 09:30:05,0,-15.884583,-52.305512,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-03-21 07:32:20,2020-03-21 15:07:28,0,-15.888675,-52.305355,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5936,12012300,2020-04-01 06:59:09,2020-04-01 16:02:27,0,-15.878809,-52.29497,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-04-01 07:03:37,2020-05-01 07:55:39,0,-15.878944,-52.294968,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-04-01 10:53:38,2020-04-01 19:50:11,0,-15.888587,-52.305306,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,OMZ0791,12017000,2020-04-01 11:25:40,2020-05-01 11:10:56,1,-15.8789005279541,-52.294921875,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQE9888,12017000,2020-04-01 15:02:17,2020-04-01 18:24:29,1,-15.8788957595825,-52.2951393127441,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-04-02 07:12:33,2020-04-02 16:56:01,0,-15.88852,-52.305331,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBR6328,2001600,2020-04-02 07:16:17,2020-05-02 09:24:55,0,-15.888596,-52.30528,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-04-02 11:57:43,2020-04-02 21:55:29,0,-15.878933,-52.294898,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBY1728,12011461,2020-04-02 13:42:05,2020-04-02 20:30:58,1,-15.888703,-52.304615,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1751730000197,QBR6328,2001600,2020-04-03 06:56:14,2020-05-03 07:14:51,0,-15.878692,-52.294987,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-04-03 07:12:57,2020-04-03 18:04:13,0,-15.888632,-52.305282,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX6776,12012300,2020-04-03 11:46:15,2020-04-03 23:16:57,0,-15.878873,-52.294857,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQR0939,12017000,2020-04-05 14:13:54,2020-04-05 17:20:49,1,-15.8778495788574,-52.2947578430176,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9902,12015961,2020-04-07 10:28:05,2020-04-07 15:43:20,1,-15.87882868,-52.29492795,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9782,12015961,2020-04-07 14:16:08,2020-04-07 19:43:59,1,-15.87842169,-52.2953293,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9842,12015961,2020-04-07 22:17:00,2020-05-07 02:59:35,1,-15.87885411,-52.29487286,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9782,12015961,2020-04-08 13:57:02,2020-04-08 19:10:26,1,-15.87885872,-52.29485816,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1561646000100,PQR0939,12017061,2020-04-08 15:17:56,2020-04-08 18:52:16,1,-15.8787803649902,-52.2948608398438,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,NYV6986,12015961,2020-04-08 22:28:46,2020-05-08 01:56:50,1,-15.87887357,-52.29487371,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9752,12015961,2020-04-09 10:16:00,2020-04-09 15:43:10,1,-15.87872891,-52.29482466,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,NTP3615,12015961,2020-04-09 14:30:03,2020-04-09 20:32:34,1,-15.87842672,-52.29487481,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1561646000100,PQR0939,12017061,2020-04-09 15:37:23,2020-04-09 19:48:40,1,-15.8809957504272,-52.2949867248535,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQR0939,12017061,2020-04-10 15:02:47,2020-05-10 10:31:14,1,-15.8809928894043,-52.2949905395508,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9672,12015961,2020-04-10 16:38:03,2020-04-10 21:53:05,1,-15.87898251,-52.2947953,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1751730000197,EXU1390,12011400,2020-04-10 19:57:09,2020-05-10 04:24:45,1,-15.878137,-52.301699,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1526219000191,PQU9702,12015900,2020-04-11 14:21:59,2020-04-11 19:51:00,1,-15.87879604,-52.29494305,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1561646000100,PQW6791,12017061,2020-04-11 15:05:50,2020-04-11 18:23:39,1,-15.8789300918579,-52.2948036193848,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9882,12015961,2020-04-11 17:20:24,2020-04-11 23:15:37,1,-15.87844786,-52.29485851,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
3143492000162,QCI3780,12014161,2020-04-11 23:27:35,2020-05-11 07:18:33,0,-15.8981622,-52.2629632,BRASILIA(DF) , VILA RICA(MT)
3143492000162,QCI3448,11006300,2020-04-12 01:47:00,2020-04-12 15:45:38,0,-15.8791537,-52.2952895,RONDONOPOLIS(MT) , GOIANIA(GO)
1561646000100,ONS3667,12017000,2020-04-14 22:07:33,2020-04-15 07:13:41,1,-15.8789434432983,-52.2948303222656,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,ONS3667,12017000,2020-04-16 21:22:29,2020-04-17 00:45:37,1,-15.8789672851563,-52.2950210571289,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,OGN2071,12017000,2020-04-17 21:00:58,2020-04-18 00:15:21,1,-15.876971244812,-52.3167457580566,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,ONS3667,12017000,2020-04-18 20:56:29,2020-04-18 23:47:55,1,-15.878870010376,-52.2948265075684,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,ONS3667,12017000,2020-04-21 07:28:25,2020-04-23 07:22:44,0,-15.8789014816284,-52.29489517211911,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQH9727,12017000,2020-04-21 20:06:36,2020-04-21 23:37:45,1,-15.8789024353027,-52.2948417663574,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,ONS3667,12017000,2020-04-24 21:48:26,2020-04-25 01:05:53,1,-15.8769483566284,-52.31671142578129,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,ONS3667,12017000,2020-04-25 07:38:45,2020-04-25 10:40:25,1,-15.8937063217163,-52.2586936950684,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,OGN2071,12017000,2020-04-25 20:03:49,2020-04-25 23:42:44,1,-15.8769264221191,-52.3166999816895,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,ONS3667,12017000,2020-04-26 21:12:30,2020-04-27 00:10:17,1,-15.87855052948,-52.294914245605504,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,ONS3667,12017000,2020-04-28 21:20:42,2020-04-29 01:18:45,1,-15.879017829895,-52.294872283935504,JUSSARA(GO) , BARRA DO GARCAS(MT)
1561646000100,ONS3667,12017000,2020-04-30 15:19:32,2020-04-30 19:06:16,1,-15.8768873214722,-52.316822052002,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7406,2001600,2020-05-01 07:21:36,2020-06-01 07:48:06,0,-15.888641,-52.3053,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBP4795,12012300,2020-05-01 07:43:38,2020-05-01 15:03:21,1,-15.888582,-52.305333,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12011400,2020-05-01 13:06:21,2020-05-01 19:21:06,1,-15.892951,-52.259794,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1561646000100,PQE9888,12017000,2020-05-01 15:13:05,2020-05-01 18:23:07,1,-15.8768749237061,-52.3166732788086,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBP5085,12012300,2020-05-02 06:46:27,2020-05-02 17:19:18,0,-15.878963,-52.294931,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QEC4779,2001600,2020-05-02 07:00:03,2020-06-02 18:12:30,0,-15.891048,-52.259604,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT6006,12012300,2020-05-02 12:08:01,2020-05-02 22:15:44,0,-15.878877,-52.294947,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT6066,12012300,2020-05-03 07:22:03,2020-05-03 18:17:12,0,-15.886346,-52.305757,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7416,12012300,2020-05-03 12:07:18,2020-05-03 22:47:29,0,-15.878874,-52.295013,GOIANIA(GO) , BARRA DO GARCAS(MT)
1526219000191,OGW0813,12015961,2020-05-07 13:37:02,2020-05-07 17:39:18,1,-15.878915,-52.29479424,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,NYV6986,12015961,2020-05-07 22:16:50,2020-06-07 02:50:58,1,-15.87890572,-52.29483478,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9672,12015900,2020-05-08 10:17:50,2020-05-08 14:41:21,1,-15.87840362,-52.29483231,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9752,12015961,2020-05-08 13:57:44,2020-05-08 18:12:58,1,-15.87878963,-52.29491809,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9842,12015961,2020-05-08 22:42:25,2020-06-08 03:23:38,1,-15.87944273,-52.28319496,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9902,12015961,2020-05-09 00:03:44,2020-05-09 04:41:48,1,-15.89397917,-52.25794133,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9822,12015961,2020-05-09 10:27:42,2020-05-09 15:13:33,1,-15.87888453,-52.29484753,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9782,12015961,2020-05-09 14:26:45,2020-05-09 18:42:02,1,-15.87880463,-52.29483752,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9842,12015961,2020-05-09 22:39:28,2020-06-09 02:17:44,1,-15.89316752,-52.25951197,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9902,12015961,2020-05-10 13:54:05,2020-05-10 19:17:21,1,-15.8790531,-52.29498159,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9752,12015961,2020-05-10 17:14:16,2020-05-10 22:40:41,1,-15.8784221,-52.2947538,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1561646000100,PQW6791,12017061,2020-05-10 18:26:28,2020-05-10 18:26:50,1,-15.8788814544678,-52.294765472412095,JUSSARA(GO) , BARRA DO GARCAS(MT)
3143492000162,NJQ8300,12014161,2020-05-11 07:21:02,2020-06-11 02:14:36,0,-15.8981125,-52.2629418,BRASILIA(DF) , VILA RICA(MT)
1526219000191,PQU9782,12015961,2020-05-11 16:50:42,2020-05-11 22:18:08,1,-15.87836693,-52.2948233,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1751730000197,QBM6786,2001600,2020-06-01 07:07:45,2020-07-01 18:32:10,0,-15.891048,-52.259604,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-06-01 07:42:58,2020-06-01 15:10:20,0,-15.878928,-52.294999,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBY1728,12012300,2020-06-01 11:58:53,2020-06-01 20:10:56,0,-15.878857,-52.29482,GOIANIA(GO) , BARRA DO GARCAS(MT)
1561646000100,PQE9888,12017000,2020-06-01 19:20:38,2020-06-01 19:21:49,1,-15.876898765564,-52.31670379638671,JUSSARA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBX7296,12011461,2020-06-01 22:47:42,2020-07-01 07:17:57,1,-15.881479,-52.295743,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1751730000197,QBM6876,2001600,2020-06-02 07:00:11,2020-07-02 09:32:45,0,-15.878835,-52.295096,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QCE5815,12011361,2020-06-02 07:00:34,2020-06-02 18:44:39,1,-15.88863,-52.305259,BRASILIA(DF) , SINOP(MT)
1751730000197,QBX7226,12011461,2020-06-02 07:02:37,2020-06-02 21:39:21,0,-15.888684,-52.305394,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1751730000197,QBT5876,12012300,2020-06-02 07:09:41,2020-06-02 17:37:47,0,-15.87887,-52.294861,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBT5946,12012300,2020-06-02 12:12:27,2020-06-02 22:19:37,0,-15.888663,-52.305392,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBP5085,12012300,2020-06-02 12:20:52,2020-06-02 12:22:59,1,-15.888687,-52.30536,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBM6786,12011461,2020-06-02 20:27:42,2020-07-02 09:36:26,0,-15.878792,-52.294886,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1751730000197,QEC4779,2001600,2020-06-03 07:01:44,2020-07-03 16:26:37,0,-15.888701,-52.305389,MARABA(PA) , BARRA DO GARCAS(MT)
1751730000197,QBT5876,12012300,2020-06-03 07:19:50,2020-06-03 18:56:31,0,-15.888522,-52.30531,GOIANIA(GO) , BARRA DO GARCAS(MT)
1751730000197,QBY1728,12011461,2020-06-03 13:41:59,2020-06-03 21:07:28,1,-15.883874,-52.305642,GOIANIA(GO) , SAO FELIX DO ARAGUAIA(MT)
1526219000191,OGW0843,12015961,2020-06-07 07:30:31,2020-06-07 07:34:32,0,-15.87845509,-52.29484462,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9672,12015961,2020-06-07 10:28:30,2020-06-07 15:46:14,1,-15.87885231,-52.2948669,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9752,12015961,2020-06-07 13:43:09,2020-06-07 19:21:55,1,-15.87872588,-52.29487831,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9842,12015961,2020-06-07 21:33:55,2020-07-07 03:09:05,1,-15.89428473,-52.25803407,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9782,12015961,2020-06-08 14:08:33,2020-06-08 19:24:10,1,-15.87905899,-52.29485583,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9822,12015961,2020-06-08 22:58:58,2020-07-08 02:54:32,1,-15.87785366,-52.29503773,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9752,12015961,2020-06-09 13:35:34,2020-06-09 18:51:02,1,-15.87893535,-52.29495683,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1561646000100,PQW6791,12017061,2020-06-09 15:27:41,2020-06-09 19:03:38,1,-15.878945350647,-52.29473876953129,JUSSARA(GO) , BARRA DO GARCAS(MT)
5423509000160,JAL2C81,11005500,2020-06-10 08:59:36,2020-08-10 07:39:21,1,-15.8800764083862,-52.313777923584,QUERENCIA(MT) , CARAZINHO(RS)
1561646000100,PQR0939,12017061,2020-06-10 15:27:00,2020-06-10 18:49:16,1,-15.8788919448853,-52.2946853637695,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9822,12015961,2020-06-10 17:15:15,2020-07-10 15:20:08,1,-15.87891657,-52.29482155,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
1561646000100,PQR0939,12017061,2020-06-11 15:16:28,2020-06-11 18:35:20,1,-15.878830909729,-52.2948455810547,JUSSARA(GO) , BARRA DO GARCAS(MT)
1526219000191,PQU9882,12015961,2020-06-11 16:56:42,2020-07-11 01:02:47,1,-15.8784591,-52.2948134,SAO LUIS DE MONTES BELOS(GO) , BARRA DO GARCAS(MT)
