date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-08-08,MT,Barra do Garças,city,1139,58,112,False,61012,61135,5101803,1863.08988,0.0509
2020-08-07,MT,Barra do Garças,city,1137,58,111,False,61012,61135,5101803,1859.81843,0.0510
2020-08-06,MT,Barra do Garças,city,1077,55,110,False,61012,61135,5101803,1761.67498,0.0511
2020-08-05,MT,Barra do Garças,city,1004,55,109,False,61012,61135,5101803,1642.26711,0.0548
2020-08-04,MT,Barra do Garças,city,911,54,108,False,61012,61135,5101803,1490.14476,0.0593
2020-08-03,MT,Barra do Garças,city,860,52,107,False,61012,61135,5101803,1406.72283,0.0605
2020-08-02,MT,Barra do Garças,city,811,51,106,False,61012,61135,5101803,1326.57234,0.0629
2020-08-01,MT,Barra do Garças,city,807,51,105,False,61012,61135,5101803,1320.02944,0.0632
2020-07-31,MT,Barra do Garças,city,806,48,104,False,61012,61135,5101803,1318.39372,0.0596
2020-07-30,MT,Barra do Garças,city,778,47,103,False,61012,61135,5101803,1272.59344,0.0604
2020-07-29,MT,Barra do Garças,city,750,46,102,False,61012,61135,5101803,1226.79316,0.0613
2020-07-28,MT,Barra do Garças,city,718,46,101,False,61012,61135,5101803,1174.44999,0.0641
2020-07-27,MT,Barra do Garças,city,680,46,100,False,61012,61135,5101803,1112.29247,0.0676
2020-07-26,MT,Barra do Garças,city,662,45,99,False,61012,61135,5101803,1082.84943,0.0680
2020-07-25,MT,Barra do Garças,city,657,45,98,False,61012,61135,5101803,1074.67081,0.0685
2020-07-24,MT,Barra do Garças,city,655,44,97,False,61012,61135,5101803,1071.39936,0.0672
2020-07-23,MT,Barra do Garças,city,631,43,96,False,61012,61135,5101803,1032.14198,0.0681
2020-07-22,MT,Barra do Garças,city,604,43,95,False,61012,61135,5101803,987.97743,0.0712
2020-07-21,MT,Barra do Garças,city,579,43,94,False,61012,61135,5101803,947.08432,0.0743
2020-07-20,MT,Barra do Garças,city,529,42,93,False,61012,61135,5101803,865.29811,0.0794
2020-07-19,MT,Barra do Garças,city,484,40,92,False,61012,61135,5101803,791.69052,0.0826
2020-07-18,MT,Barra do Garças,city,480,38,91,False,61012,61135,5101803,785.14762,0.0792
2020-07-17,MT,Barra do Garças,city,477,37,90,False,61012,61135,5101803,780.24045,0.0776
2020-07-16,MT,Barra do Garças,city,453,38,89,False,61012,61135,5101803,740.98307,0.0839
2020-07-15,MT,Barra do Garças,city,386,37,88,False,61012,61135,5101803,631.38955,0.0959
2020-07-14,MT,Barra do Garças,city,370,37,87,False,61012,61135,5101803,605.21796,0.1000
2020-07-12,MT,Barra do Garças,city,385,33,86,False,61012,61135,5101803,629.75382,0.0857
2020-07-11,MT,Barra do Garças,city,384,33,85,False,61012,61135,5101803,628.11810,0.0859
2020-07-10,MT,Barra do Garças,city,360,31,84,False,61012,61135,5101803,588.86072,0.0861
2020-07-09,MT,Barra do Garças,city,352,28,83,False,61012,61135,5101803,575.77492,0.0795
2020-07-08,MT,Barra do Garças,city,334,28,82,False,61012,61135,5101803,546.33189,0.0838
2020-07-07,MT,Barra do Garças,city,310,27,81,False,61012,61135,5101803,507.07451,0.0871
2020-07-06,MT,Barra do Garças,city,274,27,80,False,61012,61135,5101803,448.18844,0.0985
2020-07-05,MT,Barra do Garças,city,270,27,79,False,61012,61135,5101803,441.64554,0.1000
2020-07-04,MT,Barra do Garças,city,268,26,78,False,61012,61135,5101803,438.37409,0.0970
2020-07-03,MT,Barra do Garças,city,249,25,77,False,61012,61135,5101803,407.29533,0.1004
2020-07-02,MT,Barra do Garças,city,246,25,76,False,61012,61135,5101803,402.38816,0.1016
2020-07-01,MT,Barra do Garças,city,239,24,75,False,61012,61135,5101803,390.93809,0.1004
2020-06-30,MT,Barra do Garças,city,209,22,74,False,61012,61135,5101803,341.86636,0.1053
2020-06-29,MT,Barra do Garças,city,208,18,73,False,61012,61135,5101803,340.23064,0.0865
2020-06-28,MT,Barra do Garças,city,199,13,72,False,61012,61135,5101803,325.50912,0.0653
2020-06-27,MT,Barra do Garças,city,194,12,71,False,61012,61135,5101803,317.33050,0.0619
2020-06-26,MT,Barra do Garças,city,190,9,70,False,61012,61135,5101803,310.78760,0.0474
2020-06-25,MT,Barra do Garças,city,183,9,69,False,61012,61135,5101803,299.33753,0.0492
2020-06-24,MT,Barra do Garças,city,172,9,68,False,61012,61135,5101803,281.34457,0.0523
2020-06-23,MT,Barra do Garças,city,167,9,67,False,61012,61135,5101803,273.16594,0.0539
2020-06-22,MT,Barra do Garças,city,150,9,66,False,61012,61135,5101803,245.35863,0.0600
2020-06-21,MT,Barra do Garças,city,149,9,65,False,61012,61135,5101803,243.72291,0.0604
2020-06-20,MT,Barra do Garças,city,146,9,64,False,61012,61135,5101803,238.81574,0.0616
2020-06-19,MT,Barra do Garças,city,140,9,63,False,61012,61135,5101803,229.00139,0.0643
2020-06-18,MT,Barra do Garças,city,133,8,62,False,61012,61135,5101803,217.55132,0.0602
2020-06-17,MT,Barra do Garças,city,130,7,61,False,61012,61135,5101803,212.64415,0.0538
2020-06-16,MT,Barra do Garças,city,122,7,60,False,61012,61135,5101803,199.55835,0.0574
2020-06-15,MT,Barra do Garças,city,116,7,59,False,61012,61135,5101803,189.74401,0.0603
2020-06-14,MT,Barra do Garças,city,110,7,58,False,61012,61135,5101803,179.92966,0.0636
2020-06-13,MT,Barra do Garças,city,106,7,57,False,61012,61135,5101803,173.38677,0.0660
2020-06-12,MT,Barra do Garças,city,99,7,56,False,61012,61135,5101803,161.93670,0.0707
2020-06-11,MT,Barra do Garças,city,99,7,55,False,61012,61135,5101803,161.93670,0.0707
2020-06-10,MT,Barra do Garças,city,99,7,54,False,61012,61135,5101803,161.93670,0.0707
2020-06-09,MT,Barra do Garças,city,95,6,53,False,61012,61135,5101803,155.39380,0.0632
2020-06-08,MT,Barra do Garças,city,93,5,52,False,61012,61135,5101803,152.12235,0.0538
2020-06-07,MT,Barra do Garças,city,92,5,51,False,61012,61135,5101803,150.48663,0.0543
2020-06-06,MT,Barra do Garças,city,93,5,50,False,61012,61135,5101803,152.12235,0.0538
2020-06-05,MT,Barra do Garças,city,91,5,49,False,61012,61135,5101803,148.85090,0.0549
2020-06-04,MT,Barra do Garças,city,87,5,48,False,61012,61135,5101803,142.30801,0.0575
2020-06-03,MT,Barra do Garças,city,82,5,47,False,61012,61135,5101803,134.12939,0.0610
2020-06-02,MT,Barra do Garças,city,77,5,46,False,61012,61135,5101803,125.95076,0.0649
2020-06-01,MT,Barra do Garças,city,73,5,45,False,61012,61135,5101803,119.40787,0.0685
2020-05-31,MT,Barra do Garças,city,72,4,44,False,61012,61135,5101803,117.77214,0.0556
2020-05-30,MT,Barra do Garças,city,73,4,43,False,61012,61135,5101803,119.40787,0.0548
2020-05-29,MT,Barra do Garças,city,72,3,42,False,61012,61135,5101803,117.77214,0.0417
2020-05-28,MT,Barra do Garças,city,70,3,41,False,61012,61135,5101803,114.50070,0.0429
2020-05-27,MT,Barra do Garças,city,67,3,40,False,61012,61135,5101803,109.59352,0.0448
2020-05-26,MT,Barra do Garças,city,67,3,39,False,61012,61135,5101803,109.59352,0.0448
2020-05-25,MT,Barra do Garças,city,66,3,38,False,61012,61135,5101803,107.95780,0.0455
2020-05-24,MT,Barra do Garças,city,65,3,37,False,61012,61135,5101803,106.32207,0.0462
2020-05-23,MT,Barra do Garças,city,62,3,36,False,61012,61135,5101803,101.41490,0.0484
2020-05-22,MT,Barra do Garças,city,61,3,35,False,61012,61135,5101803,99.77918,0.0492
2020-05-21,MT,Barra do Garças,city,61,3,34,False,61012,61135,5101803,99.77918,0.0492
2020-05-20,MT,Barra do Garças,city,61,3,33,False,61012,61135,5101803,99.77918,0.0492
2020-05-19,MT,Barra do Garças,city,60,3,32,False,61012,61135,5101803,98.14345,0.0500
2020-05-18,MT,Barra do Garças,city,55,3,31,False,61012,61135,5101803,89.96483,0.0545
2020-05-17,MT,Barra do Garças,city,53,3,30,False,61012,61135,5101803,86.69338,0.0566
2020-05-16,MT,Barra do Garças,city,52,3,29,False,61012,61135,5101803,85.05766,0.0577
2020-05-15,MT,Barra do Garças,city,45,3,28,False,61012,61135,5101803,73.60759,0.0667
2020-05-14,MT,Barra do Garças,city,45,3,27,False,61012,61135,5101803,73.60759,0.0667
2020-05-13,MT,Barra do Garças,city,37,3,26,False,61012,61135,5101803,60.52180,0.0811
2020-05-12,MT,Barra do Garças,city,27,3,25,False,61012,61135,5101803,44.16455,0.1111
2020-05-11,MT,Barra do Garças,city,27,3,24,False,61012,61135,5101803,44.16455,0.1111
2020-05-10,MT,Barra do Garças,city,24,2,23,False,61012,61135,5101803,39.25738,0.0833
2020-05-09,MT,Barra do Garças,city,17,1,22,False,61012,61135,5101803,27.80731,0.0588
2020-05-08,MT,Barra do Garças,city,16,1,21,False,61012,61135,5101803,26.17159,0.0625
2020-05-07,MT,Barra do Garças,city,13,1,20,False,61012,61135,5101803,21.26441,0.0769
2020-05-06,MT,Barra do Garças,city,4,1,19,False,61012,61135,5101803,6.54290,0.2500
2020-05-05,MT,Barra do Garças,city,4,1,18,False,61012,61135,5101803,6.54290,0.2500
2020-05-04,MT,Barra do Garças,city,4,1,17,False,61012,61135,5101803,6.54290,0.2500
2020-05-03,MT,Barra do Garças,city,4,1,16,False,61012,61135,5101803,6.54290,0.2500
2020-05-02,MT,Barra do Garças,city,4,1,15,False,61012,61135,5101803,6.54290,0.2500
2020-05-01,MT,Barra do Garças,city,4,1,14,False,61012,61135,5101803,6.54290,0.2500
2020-04-30,MT,Barra do Garças,city,3,1,13,False,61012,61135,5101803,4.90717,0.3333
2020-04-29,MT,Barra do Garças,city,3,1,12,False,61012,61135,5101803,4.90717,0.3333
2020-04-28,MT,Barra do Garças,city,3,1,11,False,61012,61135,5101803,4.90717,0.3333
2020-04-27,MT,Barra do Garças,city,3,1,10,False,61012,61135,5101803,4.90717,0.3333
2020-04-26,MT,Barra do Garças,city,3,1,9,False,61012,61135,5101803,4.90717,0.3333
2020-04-25,MT,Barra do Garças,city,3,1,8,False,61012,61135,5101803,4.90717,0.3333
2020-04-24,MT,Barra do Garças,city,3,1,7,False,61012,61135,5101803,4.90717,0.3333
2020-04-23,MT,Barra do Garças,city,3,1,6,False,61012,61135,5101803,4.90717,0.3333
2020-04-22,MT,Barra do Garças,city,3,1,5,False,61012,61135,5101803,4.90717,0.3333
2020-04-21,MT,Barra do Garças,city,3,1,4,False,61012,61135,5101803,4.90717,0.3333
2020-04-20,MT,Barra do Garças,city,3,1,3,False,61012,61135,5101803,4.90717,0.3333
2020-04-19,MT,Barra do Garças,city,1,0,2,False,61012,61135,5101803,1.63572,0.0000
2020-04-18,MT,Barra do Garças,city,1,0,1,False,61012,61135,5101803,1.63572,0.0000
